Num,Hotel Name,Price,Rating,Comments Count,Address
62,黑桃King电竞酒店(东吴龙湖天街店),¥497起,4.8,共453条点评,东吴南路173号
63,锦江之星(同里华东商业城店),¥195起,4.7,共625条点评,庞北路252号
64,格林豪泰(苏州园区阳澄湖唯亭旺角华谊影视城店),¥221起,4.3,共302条点评,唯亭镇金陵西路168号
65,格林豪泰(苏州市工业园区星龙街店),¥244起,4.6,共595条点评,工业园区星龙街298号
66,海友酒店(苏州石路山塘街店),¥437起,4.8,共781条点评,阊胥路733号
67,花居酒店(苏州太湖胥口地铁站店),¥338起,4.8,共1271条点评,胥口镇东大街49号
68,格林豪泰酒店(苏州吴江东太湖旅游度假区店),¥327起,4.9,共508条点评,风清街199号鑫蹊大厦2幢
69,格林豪泰酒店(苏州乐园天平学院店),¥248起,4.6,共414条点评,长江路9号长江壹号商业广场6号楼
70,汉庭酒店(苏州大学葑门店),¥514起,4.9,共1305条点评,葑门路10号
71,格林豪泰酒店(苏州相城活力岛地铁站店),¥451起,4.5,共1621条点评,黄桥街道春申湖西路906号
72,爱电竞酒店(苏州观前街店),¥517起,4.8,共679条点评,人民路1309号4楼403室-404室
73,汉庭酒店(苏州国际教育园店),¥325起,4.9,共682条点评,吴中大道1109号(SM广场内越湖大厦1楼)
74,格林豪泰(苏州木渎老街店),¥343起,4.4,共684条点评,木渎镇翠坊南街29号
75,怡莱酒店(苏州金鸡湖国际博览中心店),¥397起,4.8,共420条点评,工业园区金鸡湖商业广场5栋
76,如家酒店(苏州吴中商城石湖东路地铁站店),¥377起,4.5,共463条点评,东吴南路388号吴中商城大厦
77,汉庭酒店(苏州影视城木渎地铁站店),¥369起,4.9,共512条点评,木渎镇金山南路288号苏州国际影视娱乐城14号楼
78,汉庭酒店(苏州园区金鸡湖李公堤店),¥524起,4.8,共834条点评,星州街1号296幢
79,网鱼电竞酒店(苏州观前街拙政园店),¥544起,4.9,共748条点评,人民路1755-3号
80,尚客优酒店(苏州汽车南站店),¥466起,4.9,共118条点评,吴门桥街道南环东路869-877号
81,青季酒店MiNi(苏州火车站山塘街店),¥719起,4.8,共1037条点评,东中市317号
82,格林豪泰(苏州吴江盛泽汽车站店),¥114起,4.7,共357条点评,盛泽镇盛泽大道1198号(盛泽客运总站4-6楼)
83,星程酒店(苏州南门汇邻广场酒店),¥372起,4.9,共712条点评,南环东路857号(近4号线团结桥地铁站)
84,花居酒店(苏州园区娄葑店),¥481起,4.9,共307条点评,工业园区南摆宴街69号
85,花居酒店(苏州甪直古镇店),¥268起,4.9,共1147条点评,甪直镇晓南路167号
86,花居雅舍酒店(世茂广场新郭地铁站店),¥442起,4.9,共1270条点评,宝带西路1177号世贸生活广场北区二期1幢1楼
87,卓俊快捷酒店(苏州博物馆西馆店),¥105起,4.2,共643条点评,长江路318号御花园广场
88,格林豪泰酒店(苏州吴中临湖太湖园博园店),¥290起,4.7,共385条点评,临湖镇腾飞路68号悦达广场3号楼
89,佳诚酒店(苏州浒关兴贤路店),¥280起,4.9,共314条点评,浒关分区兴贤路646-8号
90,格林豪泰智选酒店(苏州国际教育园石湖店),¥185起,4.6,共192条点评,越湖路1111号21幢
91,格林豪泰智选酒店(苏州虎丘景区新区高铁站店),¥399起,4.5,共424条点评,金阊新城城北西路1988号
92,格林豪泰(苏州枫津路店),¥358起,4.6,共448条点评,枫津路131号(广建路1号)
93,宋驿酒店(苏州石湖店),¥403起,4.9,共1363条点评,澄湖西路500号鑫悦生活广场3幢
94,行程印巷酒店(苏州甪直古镇店),¥163起,4.4,共326条点评,甪直镇鸣市路153号
95,如家酒店·neo(苏州苏南机场望亭店),¥224起,4.7,共177条点评,望亭镇问渡路501号
96,缘客酒店(苏州观前拙政园店),¥568起,4.8,共1371条点评,人民路1755号
97,莫泰168(苏州山塘街石路地铁站店),¥499起,4.8,共714条点评,广济南路288号金座大厦1楼
98,汉庭酒店(苏州国际博览中心店),¥477起,4.9,共1065条点评,工业园区西沈浒路与和众街西交叉口和众街106号
99,汉庭酒店(苏州胥门店),¥576起,4.8,共804条点评,阊胥路77号
100,苏州儒风民宿,¥534起,5.0,共6条点评,金庭镇缥缈村石路头30号
101,苏州太湖西山岛悠谧小院别墅,¥513起,5.0,共5条点评,金庭镇缥缈村塔头30号
2,星尚客栈(上海虹桥威宁路地铁站店),¥57起,4.9,共2089条点评,威宁路333号5楼
3,悦栖酒店(上海虹桥机场动物园地铁站店),¥65起,4.6,共1605条点评,虹桥路2323号
4,格林豪泰智选酒店(上海松江大学城体育中心地铁站店),¥112起,4.8,共1119条点评,西林北路355号
5,99优选酒店(上海罗秀路地铁站店),¥110起,4.7,共1177条点评,罗秀路887号
6,沁驰精选酒店(上海真北路地铁站店),¥152起,4.8,共2149条点评,金沙江路1628弄7号楼
7,宿适精选酒店(上海虹桥国展中心店),¥130起,4.7,共5232条点评,曹安公路2688号(近上海二手车交易中心)
8,如家酒店·neo(上海新国际博览中心芳华路地铁站店),¥171起,4.7,共1777条点评,沪南路1097号
9,易佰酒店(上海新国际博览中心世博园店),¥136起,4.8,共1256条点评,昌里东路117号
10,如家睿柏·云酒店(上海友谊西路地铁站店),¥144起,4.8,共839条点评,友谊路2970号昊耀商业广场内四楼
11,派柏·云酒店(上海浦东国际机场川六公路店),¥215起,4.6,共1915条点评,川六公路2751号
12,艾享酒店(上海阳曲路店),¥172起,4.3,共672条点评,阳曲路475号
13,一间森林青年旅舍(上海旗舰店),¥75起,4.8,共1837条点评,共和新路700号天道大厦二楼
14,城家公寓(上海漕河泾漕宝路地铁站店),¥131起,4.5,共102条点评,漕宝路91号(漕宝路和习勤路交叉口)
15,美时酒店(上海长江南路店),¥224起,4.9,共1528条点评,长江南路860号
16,城家公寓(上海徐汇大木桥地铁站店),¥130起,4.4,共478条点评,小木桥路456号2号楼
17,万悦酒店(上海周浦万达广场店),¥207起,4.8,共1905条点评,年家浜路688号(沪南公路口)
18,宿适轻奢酒店(上海康桥沪南路店),¥316起,4.9,共3325条点评,康桥镇沪南路2502号
19,7天连锁酒店(上海宜川路店),¥253起,4.8,共985条点评,宜川路310号
20,格林豪泰酒店(上海虹桥机场动物园地铁站店),¥204起,4.5,共731条点评,哈密路1721号
21,汉庭酒店(上海中山医院枫林路店),¥237起,4.8,共296条点评,枫林路289号
22,宿适精选酒店(虹梅路地铁站店),¥135起,4.7,共1973条点评,"古美路1500号,漕宝路交汇口"
23,格林豪泰酒店(上海虹桥机场动物园地铁站店),¥204起,4.5,共731条点评,哈密路1721号
24,如家派柏·云酒店(上海浦东机场川沙地铁站店),¥135起,4.5,共958条点评,川沙路5107号
25,思宇精选酒店(陆家嘴浦电路地铁站店),¥219起,4.8,共1564条点评,崂山路700号
26,大隐国际青年旅舍(上海东方明珠陆家嘴店),¥97起,4.8,共2255条点评,陆家嘴街道浦东大道834弄-840号甲
27,汉庭酒店(上海安亭汽车城店),¥127起,4.9,共474条点评,昌吉路156弄26号(昌吉路与洛浦路交叉路口)
28,如家酒店(上海虹桥机场世贸会展中心店),¥166起,4.8,共1048条点评,虹梅路3215弄100号
29,尚客优酒店(上海宝山杨行镇店),¥176起,4.5,共174条点评,松兰路278号
30,东明精选酒店(上海松江大学城地铁站店),¥100起,4.4,共1034条点评,新松江路1292弄88号
31,宿适商旅酒店(七宝古镇地铁站店),¥175起,4.8,共882条点评,七宝镇青年路299号
32,海友酒店(上海金桥杨高中路店),¥112起,4.7,共468条点评,金桥镇金高路2200号
33,吉泰精品酒店(上海国和路店),¥152起,4.1,共288条点评,国和路1017号
34,汉庭酒店(上海张江园区广兰路地铁站店),¥150起,4.8,共626条点评,张江江东路17号
35,如家酒店(上海火车站北广场普善路店),¥241起,4.5,共962条点评,普善路213号
36,汉庭酒店(上海虹桥机场新店),¥240起,4.9,共957条点评,沪青平公路395号
37,阔悦酒店(上海江宁路地铁站店),¥336起,4.8,共1719条点评,澳门路351号燕兴大厦3层
38,汉庭酒店(上海友谊路地铁站店),¥173起,4.9,共357条点评,盘古路727弄七号楼
39,精·酒店(上海大宁国际延长路地铁站店),¥222起,4.9,共333条点评,平型关路601号甲
40,网鱼电竞酒店(上海虹桥火车站店),¥270起,4.9,共407条点评,天山西路4086号3层
41,唯庭轻居酒店(上海徐汇龙华滨江店),¥391起,4.9,共377条点评,黄石路15号靠近龙吴路
42,如家酒店(上海新金桥中惠广场店),¥130起,4.6,共806条点评,新金桥路1088号
43,汉庭酒店(上海虹桥虹梅路店),¥157起,4.9,共735条点评,虹梅路3219—3223号
44,星尚国际青年旅舍(上海宋园路地铁站店),¥74起,4.8,共3959条点评,宋园路89号
45,布丁酒店(上海瑞金医院打浦桥地铁站店),¥321起,4.5,共1294条点评,瑞金南路1号海兴广场3楼303室
46,汉庭酒店(上海漕河泾宜山路店),¥157起,4.8,共434条点评,宜山路1728号
47,艾享酒店(上海岳阳医院店),¥137起,4.3,共459条点评,东体育会路1188号
48,如家酒店(上海金桥博兴路地铁站店),¥191起,4.6,共613条点评,博兴路1119号
49,空集青年旅舍(上海五角场店),¥78起,4.7,共1419条点评,黄兴路1737号九隆坊生活广场四楼
50,网鱼电竞酒店(上海嘉定新天地店),¥289起,4.9,共725条点评,塔城路283号
51,如家酒店·neo(上海五角场翔殷路地铁站店),¥249起,4.9,共111条点评,安波路533弄1号
52,汉庭酒店(上海五角场黄兴路店),¥286起,4.9,共379条点评,黄兴路1675号五角场科技大厦3楼
53,网鱼电竞酒店(上海宁国路地铁站店),¥282起,4.9,共383条点评,临青路379号三层
54,如家酒店·neo(上海宝山友谊路店),¥213起,4.9,共1104条点评,牡丹江路1799号
55,如家酒店·neo(上海虹桥漕河泾龙茗路店),¥199起,4.3,共409条点评,龙茗路2692号
56,7天连锁酒店(上海东川路交大店),¥147起,4.5,共896条点评,沪闵路445号
57,汉庭酒店(上海西康路店),¥296起,4.8,共683条点评,西康路897-899号
58,汉庭酒店(上海华泾店),¥258起,4.9,共273条点评,龙吟路67号
59,汉庭酒店(上海陆家嘴塘桥地铁站店),¥350起,4.8,共436条点评,浦建路15号A座1楼
60,网鱼电竞酒店(上海火车站店),¥331起,4.9,共764条点评,秣陵路83号
61,Zsmart智尚酒店(上海南京西路梅陇镇广场店),¥339起,4.6,共832条点评,陕西北路698号
62,空集青年旅舍(上海五角场店),¥78起,4.7,共1419条点评,黄兴路1737号九隆坊生活广场四楼
63,7天连锁酒店(上海东川路交大店),¥147起,4.5,共896条点评,沪闵路445号
64,如家酒店·neo(上海曹杨新村枫桥路地铁站店),¥273起,4.8,共754条点评,枫桥路69号
65,如家酒店(上海金沙江路丰庄地铁站店),¥166起,4.6,共889条点评,金沙江路2870号
66,弗思特逸住酒店(上海上生新所延安西路地铁站店),¥245起,4.8,共889条点评,定西路657号
67,汉庭酒店(上海周浦医谷店),¥215起,4.6,共615条点评,周祝公路268号1号楼
68,吉泰连锁酒店(上海本溪路新华医院店),¥207起,4.3,共974条点评,本溪路197号
69,易佰良品酒店(上海浦东机场店),¥123起,4.6,共729条点评,晚霞路715弄130号
70,诺言酒店(黄兴路地铁站店),¥191起,4.4,共934条点评,黄兴路1100号
71,登巴客栈(上海旗舰店),¥71起,4.7,共2305条点评,延安西路576号
72,美希沫优选酒店(松江大学城店),¥144起,4.9,共869条点评,茸平路559弄87号
73,汉庭酒店(上海嘉定外冈工商学院店),¥127起,4.8,共399条点评,冈峰路51号
74,汉庭酒店(上海松江泗泾店),¥150起,4.8,共387条点评,泗泾镇沪松公路2511弄2幢16号
75,汉庭优佳酒店(上海大学地铁站店),¥233起,4.8,共543条点评,锦秋路839号
76,如家酒店·neo(上海虹梅路店),¥174起,4.8,共867条点评,虹梅路2971号
77,海友酒店(上海环球港店),¥97起,4.4,共463条点评,中山北路3612号
78,布丁严选酒店(上海虹桥枢纽七宝店),¥116起,4.4,共248条点评,七宝镇华林路219号
79,怡莱精品酒店(上海虹桥机场北翟路店),¥112起,4.4,共400条点评,北沈路1888号
80,汉庭酒店(上海张江金融信息园店),¥150起,4.9,共451条点评,华东路4111号近上丰路卡园
81,网鱼电竞酒店(上海大华虎城店),¥276起,4.8,共207条点评,武威东路422号
82,汉庭酒店(上海五角场长海医院店),¥218起,4.9,共369条点评,嫩江路2512号
83,汉庭酒店(上海虹桥火车站北翟路店),¥163起,4.7,共531条点评,北翟路2910-10号
84,汉庭酒店(上海金桥国际商业广场店),¥180起,4.9,共347条点评,金桥路1258号
85,如家酒店·neo(上海江湾镇地铁站店),¥232起,4.6,共721条点评,逸仙路799号
86,船长五号青年酒店(上海漕河泾田林路店),¥85起,4.8,共386条点评,田林路120号2楼
87,华舒酒店(上海青浦工业园店),¥134起,4.6,共187条点评,香花桥街道北青公路9318号
88,北虹湾宾馆(上海虹桥机场万达店),¥161起,4.8,共812条点评,鹤芳路127号
89,如家酒店·neo(上海外高桥保税区北地铁站店),¥191起,4.7,共441条点评,花山路1209号
90,景莱酒店·臻选(上海威宁路地铁站店),¥512起,4.8,共2759条点评,威宁路428号(威宁大厦)
91,汉庭酒店(上海桃浦新村地铁站店),¥259起,4.8,共395条点评,白丽路366号
92,海友酒店(上海宝山城市工业园店),¥132起,4.8,共255条点评,真陈路1216号5楼
93,维蒂利酒店(上海世博前滩店),¥156起,4.3,共307条点评,海阳路1046号
94,如家酒店·neo(上海中山公园延安西路店),¥375起,4.5,共528条点评,延安西路1303号
95,如家酒店·neo(上海中山公园地铁站店),¥285起,4.5,共821条点评,武夷路589号
96,汉庭酒店(上海梅岭北路地铁站店),¥180起,4.6,共251条点评,中江路1277号
97,汉庭酒店(上海松江大学城店),¥174起,4.9,共646条点评,新松江路1292弄126号
98,如家酒店(上海虹桥北新泾地铁站剑河路店),¥213起,4.7,共608条点评,剑河路429号
99,汉庭酒店(上海虹桥机场店),¥248起,4.7,共1119条点评,沪青平公路58号
100,海友酒店(上海徐家汇店),¥146起,4.3,共530条点评,斜土路2422号
101,格林豪泰(上海共康路地铁站店),¥167起,4.3,共436条点评,共康路555号
2,蓝顿公寓酒店(重庆江北国际机场店),¥264起,4.9,共6263条点评,滨港路127号
3,橡树林酒店(三峡广场牛津街店),¥311起,4.9,共2545条点评,杨公桥杨梨路60号
4,橡树林酒店(南坪罗马假日店),¥407起,5.0,共2330条点评,南坪青龙路38号
5,天赐酒店(重庆北站店),¥120起,4.9,共2108条点评,泰山大道东段56号附26号华宇北城中央1幢4单元3-3
6,7天优品酒店(重庆江北国际机场店),¥227起,4.8,共1287条点评,绣湖路55号
7,斯普兰精品酒店(江北国际机场店),¥257起,4.8,共2751条点评,渝航路141号
8,7天优品酒店(重庆袁家岗轻轨站奥体店),¥329起,4.8,共1626条点评,袁家岗162号
9,笑脸里·好久不见青年旅舍(重庆儿童医院两路口地铁站店),¥107起,4.9,共1965条点评,中山三路107号皇冠大厦3楼
10,铂晶主题酒店(重庆江北国际机场悦来国博店),¥273起,4.9,共1323条点评,双龙湖街道舟济路28号融创中央广场6幢7楼
11,布丁酒店(重庆龙头寺火车北站店),¥244起,4.4,共939条点评,泰山大道东段62号动力国际B座
12,XEM希悦艺术酒店(重庆江北国际机场店),¥354起,4.8,共1373条点评,舟济路26号融创中央广场6栋7楼
13,7天优品酒店(重庆两江新区鱼复工业园鱼嘴店),¥165起,4.9,共1044条点评,鱼嘴镇和韵路51号
14,笙夕酒店(重庆南坪协信星光广场店),¥385起,4.8,共2332条点评,南坪街道南坪南路28号金信大厦6楼1号
15,派酒店(重庆江北国际机场空港广场轻轨站店),¥200起,4.9,共1046条点评,长空路188号
16,简舍轻奢酒店(重庆江北国际机场店),¥161起,4.8,共1176条点评,双龙湖街道双龙大道189号1幢3-1
17,重庆慕云思酒店(观音桥九街店),¥593起,4.9,共1852条点评,北城天街46号九街高屋A栋6楼
18,7天优品酒店(重庆观音桥步行街轻轨站店),¥589起,4.6,共1970条点评,观音桥步行街金岗大厦13-1
19,7天优品酒店(重庆解放碑步行街中心店),¥450起,4.5,共869条点评,民生路181号民生商厦B座平街7层平街8层1号
20,Deer·归夏江景民宿(北滨路店),¥654起,4.9,共1469条点评,鎏嘉码头珠江国际B区4栋1楼
21,华翔大酒店(重庆解放碑洪崖洞店),¥698起,4.8,共2396条点评,五四路39号都市广场A座
22,如家酒店(重庆杨家坪轻轨站步行街店),¥393起,4.4,共435条点评,杨家坪兴胜路68号
23,君港商务酒店(重庆江北国际机场店),¥224起,4.9,共7496条点评,双龙湖街道龙兴街23号名人山庄A栋2-1
24,城市便捷酒店(重庆渝中区大坪地铁站店),¥357起,4.8,共657条点评,长江二路12号创景大厦第三军医大坪医院旁
25,重庆红棉酒店(江北国际机场店),¥86起,4.9,共978条点评,泰福路83号
26,星豪鸿精品酒店(重庆英利国际大坪店),¥562起,4.9,共1432条点评,大坪英利国际8楼
27,重庆鲸栖电竞酒店,¥259起,4.9,共388条点评,黄山大道东段185号
28,重庆云汉酒店,¥195起,4.8,共732条点评,云汉大道389号4-1
29,如家华驿酒店(重庆蔡家地铁站店),¥138起,4.7,共80条点评,蔡家岗镇嘉瑞大道18号7幢6楼6-1—6-20
30,城市便捷酒店(重庆南坪工商大学轻轨站店),¥488起,4.9,共683条点评,青龙路96号
31,IU酒店(重庆观音桥步行街轻轨站店),¥475起,4.6,共1110条点评,北城天街2号阳光城大厦23楼
32,纳吾优主题酒店(重庆九街店),¥664起,4.8,共1476条点评,龙塔街道红黄路1229号
33,7天连锁酒店(重庆龙头寺火车北站狮子坪轻轨站店),¥370起,4.6,共441条点评,树兰路178号晶瑞大厦1栋
34,奇幻度假屋(重庆观音桥九街店),¥561起,5.0,共843条点评,观音桥北城天街46号九街高屋A栋7-1楼
35,视介酒店(重庆江北国际机场店),¥321起,5.0,共348条点评,仙桃街道同茂大道舟济路26号水木栖地1栋23楼
36,如家酒店(重庆沙坪坝火车站步行街店),¥411起,4.6,共415条点评,小龙坎正街366号
37,爱电竞酒店(重庆观音桥龙湖新壹街店),¥568起,4.9,共243条点评,建新北路红石路1号龙湖新壹街商业C馆2楼
38,MARC酒店(重庆观音桥步行街店),¥738起,4.8,共3091条点评,观音桥步行街7号世纪新都9楼
39,尖峰电竞酒店(重庆观音桥步行街店),¥543起,4.9,共246条点评,北城天街2号阳光城大厦18楼
40,重庆天幕高空江景民宿(南滨路店),¥536起,4.9,共605条点评,阳光路1号阳光100国际新城A3-1栋9-5号
41,SUNU云际江景酒店(重庆企业天地化龙桥地铁站店),¥785起,5.0,共6条点评,富华路10号万科翡翠云阶4栋C座2802
42,千寻精品酒店(重庆大学城店),¥106起,4.7,共757条点评,大学城南一路163号
43,上呈·云酒店(重庆刘家坪地铁站店),¥246起,5.0,共2条点评,天荣路34号荣盛华府三期4栋13层
44,派酒店(重庆龙头寺火车北站店),¥261起,4.5,共236条点评,泰山大道60号附43号
45,7天优品酒店(重庆白市驿店),¥191起,4.7,共538条点评,白市驿镇农科大道66号5幢5-16号
46,兰泊湾酒店(悦来国际博览中心店),¥195起,5.0,共2条点评,悦来街道国博二路162号3幢3楼
47,悦尚酒店(重庆江北国际机场店),¥152起,4.7,共80条点评,双龙湖街道双龙大道373号
48,如家华驿精选酒店(重庆大学城陈家桥店),¥212起,4.5,共259条点评,大学城葛洲坝微客公馆1号公寓楼名义层19层、20层
49,7天优品Premium酒店(重庆火车北站北广场中心店),¥406起,4.7,共1159条点评,两江新区天禧路1号华宇摩天2栋1楼
50,精彩酒店(重庆巴南万达广场店),¥138起,4.4,共208条点评,渝南大道305号
51,格泰智慧酒店(石桥铺地铁站店),¥508起,4.7,共1207条点评,石杨路2号
52,夕宿·说旧公寓(茶园地铁站店),¥232起,4.9,共245条点评,天文大道鲁能领秀城1街区13栋
53,斯维特酒店(重庆江北国际机场店),¥204起,4.4,共347条点评,空港大道21号
54,重庆法维诺酒店,¥195起,4.8,共167条点评,金开大道68号3幢20-1
55,重庆莎霏酒店,¥218起,4.4,共358条点评,春晖街道松青路1058号附33号
56,开曼酒店(重庆杨家坪万象城店),¥527起,5.0,共464条点评,杨家坪天宝路118号附10号1楼
57,壹宿时光公寓(大坪店),¥462起,5.0,共4条点评,大坪街道英利国际广场4幢商业4层12号
58,汉庭酒店(重庆杨家坪步行街万象城店),¥582起,4.9,共959条点评,杨家坪兴胜路65号
59,空山下·IDLE度假酒店(解放碑洪崖洞店),¥951起,5.0,共26条点评,解放西路229号滨江壹号6楼16号
60,這家酒店,¥793起,5.0,共28条点评,解放碑街道青年路7号时代豪苑D幢22-1号
61,晨宏酒店(解放碑洪崖洞店),¥455起,4.8,共143条点评,解放碑街道较场口87号得意世界B区4楼
62,开曼酒店(重庆杨家坪万象城店),¥527起,5.0,共464条点评,杨家坪天宝路118号附10号1楼
63,莱斯壹号酒店(江北国际机场店),¥153起,4.8,共126条点评,回兴街道服装城大道40号中德茵莱国际15幢1楼
64,布拉尔酒店(重庆八公里二手车交易市场店),¥308起,4.8,共670条点评,渝南大道16号
65,天天连锁酒店(重庆西南医院店),¥190起,4.7,共1200条点评,凤天大道49号酒店住宿中心26楼
66,雷神电竞酒店(重庆江北国际机场店),¥348起,5.0,共385条点评,仙桃街道同茂大道舟济路26号水木栖地1栋22楼
67,家心怡酒店(重庆保税港店),¥146起,4.9,共430条点评,空港东路305号附20号3-1
68,舒雅酒店(重庆西永微电园龙湖拉特芳斯店),¥107起,4.3,共329条点评,西永微电园龙湖拉特芳斯1街区B馆(前台)
69,重庆天运酒店,¥207起,4.6,共371条点评,金竹路121号
70,尚客佳酒店(重庆火车西站店),¥442起,4.4,共337条点评,华玉路501号附2幢13/14楼
71,V9智能艺术酒店(重庆北站店),¥617起,4.7,共3502条点评,天禧路1号华宇摩天2栋20楼
72,弈鸣居公寓(解放碑店),¥590起,4.8,共380条点评,青年路7号解放碑时代豪苑D栋15楼3号
73,佳德酒店(重庆创意公园上湾路地铁站店),¥223起,4.8,共252条点评,食品城大道18号重庆创意公园2幢4-1
74,枫香主题公寓(新牌坊店),¥308起,5.0,共69条点评,龙溪街道红叶路97号2幢8-28
75,汉庭酒店(重庆观音桥地铁站店),¥568起,4.8,共1055条点评,中野路5号
76,IU酒店(重庆红旗河沟地铁站店),¥457起,4.6,共285条点评,龙溪街道嘉州路43号加州花园A3栋3-2号
77,森屿酒店(大竹林江与城店),¥410起,4.9,共48条点评,两江新区大竹林街道楠竹路12号附8号10-1至10-21
78,重庆誉扬公寓(较场口轻轨站店),¥896起,5.0,共7条点评,民生路5号美力大厦11楼11-19
79,汉庭酒店(重庆中央公园吾悦广场店),¥472起,4.9,共138条点评,茂华路265号吾悦公寓B座
80,重庆艾丽佳酒店公寓,¥597起,5.0,共664条点评,民权路88号附2号26-6#
81,木公朋民宿(同茂大道店),¥358起,5.0,共1条点评,茂华路269号B座19楼21号
82,美途酒店(江北国际机场店),¥193起,4.9,共512条点评,舟济路27号融创中央广场5栋1楼
83,重庆Smart电竞酒店,¥90起,4.5,共669条点评,艺德路13号五星名座2栋12楼
84,栖迟宜品酒店(重庆火车西站店),¥159起,4.2,共323条点评,华岩寺路4号附7号
85,瑞思·CHERRY酒店(重庆江北国际机场T3航站楼店),¥329起,4.9,共8条点评,回兴街道服装城大道117号19层1号
86,重庆馨和快捷酒店(港莲广场莲花轻轨站店),¥213起,4.7,共760条点评,两路组团T标准分区木耳空港乐园集中商业B2栋4层华晖路24号附1号4-1号
87,隐山舍江景民宿(解放碑洪崖洞店),¥751起,4.9,共1118条点评,融创白象街4号楼502室
88,雅致精选酒店(重庆图书馆地铁站西南医院店),¥160起,4.6,共663条点评,凤天大道49号住宿中心17楼
89,梵夕酒店(重庆企业天地化龙桥地铁店),¥513起,4.8,共308条点评,富华路10号翡翠云阶公寓4栋C座
90,Dwell·栖趣酒店(江北机场T3航站楼店),¥198起,4.7,共758条点评,回兴街道服装城大道36号中德·莱茵国际东门14幢3楼
91,重庆美居商务酒店,¥145起,4.3,共59条点评,鱼嘴镇和韵路51号中商两江公馆20F
92,重庆华成之星时尚酒店,¥153起,4.4,共99条点评,和泰家园兴凯路138-2-1号
93,瑞菲酒店(重庆江北机场店),¥193起,4.9,共41条点评,仙桃街道福畅路28号融创中央广场6幢3楼
94,易豪酒店(重庆汽博叠彩城店),¥161起,4.3,共190条点评,金童路叠彩城9号H2幢13楼
95,重庆记忆酒店(欢乐谷地铁站店),¥376起,4.6,共240条点评,礼嘉街道悦华路9号5幢5楼
96,豪智酒店(理工大学花溪校区店),¥223起,4.8,共118条点评,龙洲大道1790号附10号201号商铺
97,朗湾酒店(重庆观音桥店),¥402起,4.6,共145条点评,观音桥朗晴广场A塔32楼17号
98,卓怡公寓(重庆解放碑好吃街店),¥603起,4.9,共207条点评,解放碑八一路218号雅地天际2102号
99,重庆南浦设计师酒店(两路口地铁站鹅岭二厂店),¥632起,5.0,共51条点评,两路口街道重庆村1号19楼
100,小珠子民宿(奥体中心重医附属一院店),¥151起,4.9,共40条点评,奥体路1号新城上城8栋808室
101,致虚阁民宿(黄桷垭正街店),¥504起,4.9,共50条点评,黄桷垭正街老君洞三清殿北20米
2,途寓主题公寓(广州天河智慧城地铁站万科云城米酷店),¥67起,4.8,共1690条点评,天河华观路万科云城米酷C2栋一楼113号商铺
3,广州从化温泉汇聚居亲子乐园团建轰趴泳池民宿别墅,¥89起,4.8,共59条点评,温泉镇温泉村沙岗街182号
4,维斯登旗舰店(广州新白云国际机场店),¥123起,4.9,共2312条点评,白云机场高增一村上和路157号
5,加州时尚驿站(广州机场北门店),¥104起,4.9,共3792条点评,凤安南一路8号
6,皇冠悠品公寓(广州南站店),¥118起,4.9,共2623条点评,广州南站韦涌村田心大街六巷28号
7,汉群酒店(广州白云国际机场店),¥102起,4.7,共1932条点评,花东镇商达街7号
8,私慕时光主题公寓(广州大学城店),¥53起,4.5,共712条点评,贝岗村青云坊19巷11号，原始烤肉这条街
9,朗逸精选酒店(广州白云国际机场人和地铁站店),¥130起,4.9,共2510条点评,鹤龙六路99号A栋
10,米豆酒店公寓(广州天河智慧城地铁站万科云城米酷店),¥210起,4.8,共3037条点评,科学城华观路万科云城米酷西区西门C5栋一楼101号
11,云松酒店,¥170起,5.0,共353条点评,华观路凌塘新街16号之5
12,京泰丽都酒店(广州市桥地铁站),¥125起,4.6,共3862条点评,市桥西环路193号
13,潮汐酒店(广州东圃珠村店),¥110起,4.9,共2119条点评,东圃镇珠村东环路88号
14,66时尚(广州新国际机场店),¥145起,4.8,共1851条点评,人和镇矮岗村东七巷一号
15,聚缘时尚公寓(广州南站店),¥153起,4.8,共2101条点评,石壁街三村华北一街四巷2号
16,IU酒店(广州天河东体育中心地铁站店),¥308起,4.5,共5713条点评,天河东路153号富海大厦首层
17,速8酒店(广州嘉禾望岗地铁站店),¥179起,4.9,共5685条点评,鹤龙二路25号丰兴商业广场1层
18,莫泰168(广州白云机场人和地铁站店),¥191起,4.9,共2030条点评,人和镇人和大马路鹤龙六路187号
19,中嘉美寓(广州南站店),¥418起,4.8,共1356条点评,石壁街道展创商务中心A1栋二楼219
20,美偲阁公寓(广州南站店),¥147起,5.0,共1751条点评,石壁街道韦涌村田心大街12巷14号
21,IU酒店(广州太和广场店),¥188起,4.8,共1513条点评,太和中路98号
22,京泰丽都酒店(广州市桥地铁站),¥125起,4.6,共3862条点评,市桥西环路193号
23,7天优品酒店(广州天河石牌桥地铁站店),¥388起,4.4,共1213条点评,天河南二路31-33号
24,7天优品酒店(广州天河棠下好又多店),¥164起,4.5,共1916条点评,中山大道中棠下达善大街1号
25,如家华驿公寓(广州萝岗万达广场苏元地铁站店),¥131起,4.8,共1298条点评,科丰路87号万达广场C3栋710室
26,城市之星(广州新白云国际机场店),¥136起,4.9,共1260条点评,人和镇矮岗村大路口东七巷9号
27,富安酒店(广州白云站百信广场店),¥160起,5.0,共9413条点评,三元里大道棠新街53号成丰大厦
